Buffer Index,Clipped Length
0,6686.370193224546
1,8320.223572679422
2,4388.418092579367
3,11842.926579359864
4,2858.623537182654
5,2505.4087288908695
6,584.1676501785226
7,7557.100531597738
8,4816.489829594134
9,4887.101771025453
10,7487.858592901895
11,1524.6418111970181
12,1486.0718224937714
13,7939.330636044718
14,4491.080207673413
