Buffer Index,Clipped Length
0,1380.8424695572373
1,2776.932975918556
2,221.88521393406893
3,3779.0404450691676
4,584.1979207180059
5,1035.3804310107773
6,71.00719506730098
7,1704.7817340334002
8,0.0
9,41.78125769340951
10,2656.0778982992497
11,44.11968954749473
12,445.1400433606365
13,2512.3826035511806
14,1440.8540124109943
