Camera,geometry,Shape_Leng
10,"LINESTRING Z (671517.3822248989 5138477.028728864 0, 671512.3098999998 5138470.2347 0, 671505.3161000004 5138461.2455 0, 671496.8868000004 5138451.1603999995 0, 671487.7418 5138440.7611 0, 671478.8821 5138431.1153 0, 671469.2777000004 5138420.685699999 0, 671461.5734999999 5138412.6335 0, 671452.8657999998 5138403.714400001 0, 671439.2384000001 5138389.4595 0, 671420.7384000001 5138370.3050999995 0, 671393.3875000002 5138341.576099999 0, 671364.9128999999 5138311.748500001 0, 671328.1551999999 5138273.425899999 0, 671294.3733999999 5138237.987400001 0, 671247.4146999996 5138188.9968 0, 671209.5210999995 5138149.3737 0, 671183.6723999996 5138122.524900001 0, 671159.5460999999 5138097.163899999 0, 671117.2346000001 5138052.897399999 0, 671076.9584999997 5138011.185900001 0, 671032.5866999999 5137965.0502 0, 670983.1974 5137913.550100001 0, 670946.2451999998 5137874.648 0, 670883.6703000003 5137808.901900001 0, 670846.3329999996 5137769.754799999 0, 670832.9515713512 5137755.783034934 0)",3199.66311013
11,"MULTILINESTRING Z ((672292.5313276488 5139047.547280516 0, 672802.3338038736 5139556.579157726 0), (672684.8361 5139807.7465 0, 672657.5038999999 5139778.390900001 0, 672635.2412999999 5139754.610200001 0, 672610.4912999999 5139728.274900001 0, 672589.0324999997 5139705.3487 0, 672569.8827999998 5139685.0068 0, 672545.7735000001 5139659.667099999 0, 672518.4392999997 5139630.964400001 0, 672493.2292 5139604.206800001 0, 672461.3492999999 5139570.141000001 0, 672430.8734999998 5139537.755999999 0, 672398.9551999997 5139504.1841 0, 672365.4303000001 5139468.778000001 0, 672332.0955999997 5139433.3233 0, 672300.881 5139400.260500001 0, 672197.5888999999 5139290.397399999 0, 672174.0603999998 5139265.4253 0, 672149.5672000004 5139239.5999 0, 672088.5563000003 5139174.8851 0, 672045.9214000003 5139129.6555 0, 672039.4013347741 5139122.6863653585 0), (672626.8344659669 5139927.352568959 0, 672616.9462000001 5139917.1227 0, 672593.7395000001 5139893.339299999 0), (672718.9009999996 5139775.308499999 0, 672737.6894527323 5139792.8740566885 0), (672718.9009999996 5139775.308499999 0, 672692.2169000003 5139800.650900001 0, 672684.8361 5139807.7465 0), (672593.7395000001 5139893.339299999 0, 672580.0442000004 5139908.7094 0, 672493.4943000004 5139992.3518 0, 672468.9330000002 5140015.831599999 0, 672465.1672444901 5140019.350520953 0), (672465.1672444901 5140019.350520953 0, 672465.1672444897 5140019.350520953 0), (672767.9965197695 5139729.288827933 0, 672718.9009999996 5139775.308499999 0), (672684.8361 5139807.7465 0, 672677.2414999995 5139814.587099999 0, 672650.6195 5139839.4528 0, 672596.8265000004 5139890.3411 0, 672593.7395000001 5139893.339299999 0))",5712.3898852883995
12,"MULTILINESTRING Z ((673909.5801352916 5140904.387256495 0, 673874.0146000003 5140936.8342 0, 673745.6023000004 5141057.1456 0), (673745.6023000004 5141057.1456 0, 673467.2642737561 5141316.518712301 0), (673745.6023000004 5141057.1456 0, 673587.0108000003 5140886.112500001 0, 673411.2878999999 5140698.0046 0, 673321.0970999999 5140603.0824 0, 673267.7034999998 5140548.3507 0, 673127.0220292018 5140412.643494838 0), (673810.991588147 5141126.66579014 0, 673788.9390000002 5141103.5075 0, 673760.3934000004 5141073.030200001 0, 673745.6023000004 5141057.1456 0))",6371.541730522
14,"MULTILINESTRING Z ((679567.9354604018 5137841.397125963 0, 679334.0220999997 5138065.6281 0), (679108.6260000002 5138398.6108 0, 679110.2714 5138391.5526 0, 679136.2395000001 5138366.2601 0, 679147.8651999999 5138354.2377 0, 679157.1672 5138344.9344 0, 679166.5012999997 5138335.2673 0, 679189.9970000004 5138311.1285999995 0, 679203.0636999998 5138297.2841 0, 679218.9760999996 5138279.812100001 0, 679233.5668000001 5138264.4037999995 0, 679246.7372000003 5138250.6939 0, 679262.6689999998 5138234.7707 0, 679278.3337000003 5138219.316299999 0, 679293.8728999998 5138204.0868 0, 679314.9767000005 5138183.841600001 0, 679329.3517000005 5138169.9714 0, 679337.3595000003 5138162.247099999 0, 679341.9417000003 5138157.893300001 0, 679347.4227 5138152.398 0, 679351.5263 5138148.002 0, 679354.5181 5138144.025699999 0, 679356.9316999996 5138139.9986000005 0, 679358.7248999998 5138136.057499999 0, 679360.0480000004 5138132.3213 0, 679360.5 5138128.895099999 0, 679360.6961000003 5138125.8083 0, 679360.8198999995 5138122.001599999 0, 679360.2832000004 5138117.423699999 0, 679359.0044999998 5138113.1723 0, 679357.4759 5138109.1351 0, 679355.5341999996 5138106.025800001 0, 679353.1127000004 5138102.7741 0, 679349.5399000002 5138098.9639 0, 679344.9458999997 5138094.3707 0, 679337.6220000004 5138087.578600001 0, 679324.4272999996 5138075.6339 0), (678986.1446000002 5138382.565199999 0, 678973.9113999996 5138385.789000001 0, 678960.7418 5138387.950999999 0, 678947.6398999998 5138389.114399999 0, 678930.4795000004 5138391.0208 0), (678930.4795000004 5138391.0208 0, 678867.9516000003 5138397.0342999995 0, 678851.7901999997 5138399.0035999995 0, 678811.2489 5138404.835999999 0, 678783.8731000004 5138411.921800001 0, 678768.923759657 5138416.00985812 0), (678930.4795000004 5138391.0208 0, 678931.7050999999 5138403.1285 0, 678933.2858999996 5138419.250700001 0, 678933.7056999998 5138428.298900001 0, 678931.9468 5138446.242000001 0), (679334.0220999997 5138065.6281 0, 679324.4272999996 5138075.6339 0), (679334.0220999997 5138065.6281 0, 679318.5991000002 5138062.056600001 0), (678931.9468 5138446.242000001 0, 678914.7577 5138464.179400001 0, 678898.7604999999 5138479.1876 0, 678881.7013999997 5138495.132300001 0, 678879.1795388968 5138497.558785634 0), (679009.0180000002 5137601.306700001 0, 679081.0538189852 5137560.434187961 0), (679615.3438372792 5138006.367876036 0, 679601.8801999995 5138019.1019 0, 679583.5745000001 5138036.6599 0, 679565.2686000001 5138054.1073 0, 679544.5461999997 5138074.0145 0, 679525.3485000003 5138092.3478 0, 679492.9447999997 5138123.313100001 0, 679467.7696000002 5138147.4749 0, 679434.0927999998 5138179.548800001 0, 679409.4084999999 5138203.382099999 0, 679383.8788000001 5138227.633300001 0, 679363.0152000003 5138247.7742 0, 679337.2192000002 5138272.3686999995 0, 679313.0626999997 5138295.51 0, 679294.6259000003 5138313.3025 0), (679315.0641000001 5138348.547900001 0, 679312.8103999998 5138352.4133 0, 679310.6244000001 5138355.280099999 0, 679309.4326 5138358.2092 0, 679251.0954999998 5138470.727700001 0, 679214.666850636 5138549.164961183 0), (679214.666850636 5138549.164961183 0, 679214.6668506359 5138549.164961183 0), (679600.3065418229 5137927.859719477 0, 679597.1617 5137930.8705 0, 679577.7023 5137949.668099999 0, 679557.7523999996 5137968.673699999 0, 679544.2756000003 5137981.527899999 0, 679509.9407000002 5138014.6338 0, 679485.4028000003 5138038.1183 0, 679464.6908999998 5138057.9058 0, 679438.6237000003 5138082.8431 0, 679418.7993000001 5138101.734200001 0, 679405.5723000001 5138114.489600001 0, 679386.0037000002 5138133.1570999995 0, 679365.6571000004 5138152.730599999 0, 679345.8327000001 5138171.6217 0, 679319.1438999996 5138197.001499999 0, 679286.4742 5138228.1895 0, 679252.7966999998 5138260.3837 0, 679232.4386999998 5138280.0868 0, 679193.2856999999 5138317.540899999 0, 679173.9722999996 5138335.989600001 0, 679108.6260000002 5138398.6108 0), (679318.5991000002 5138062.056600001 0, 679210.2682999996 5137946.053400001 0, 679193.4510000004 5137924.010500001 0, 679173.0373 5137893.9713 0, 679040.6944000004 5137657.4308 0, 679009.0180000002 5137601.306700001 0), (679324.4272999996 5138075.6339 0, 679218.0871000001 5138172.9453 0, 679201.0281999996 5138188.889900001 0, 679043.4790000003 5138348.161900001 0, 679035.1062000003 5138353.638900001 0, 679020.3636999996 5138364.7191 0, 679010.9343999997 5138371.127900001 0, 678998.5078999996 5138377.3486 0, 678986.1446000002 5138382.565199999 0), (679617.7633873778 5138049.093397502 0, 679580.5382000003 5138084.9549 0, 679459.8053000001 5138201.4849 0, 679346.7011000002 5138308.483999999 0, 679341.3879000004 5138313.155200001 0, 679338.1401000004 5138316.9583 0, 679331.6349999998 5138324.558700001 0, 679326.2643999998 5138330.2245000005 0, 679320.6328999996 5138339.8858 0, 679315.0641000001 5138348.547900001 0), (679108.6260000002 5138398.6108 0, 679087.9554000003 5138418.3266 0, 678966.3698958167 5138534.67402667 0), (679294.6259000003 5138313.3025 0, 679274.6596999997 5138332.547800001 0, 679254.5795 5138351.662599999 0, 679227.3695999999 5138377.709899999 0, 679195.2159000002 5138408.340500001 0, 679150.7214000002 5138451.071 0, 679130.7675999999 5138470.0612 0, 679117.4197000004 5138482.816199999 0, 679099.1144000003 5138500.2535999995 0, 679071.9249 5138526.1821 0, 679051.8335999995 5138545.421499999 0, 679044.4046516352 5138552.518823365 0), (679315.0641000001 5138348.547900001 0, 679331.5827000001 5138356.6259 0, 679357.8301999997 5138369.3367 0, 679363.6260000002 5138372.714500001 0, 679369.4846000001 5138375.0932 0, 679380.9508999996 5138383.846999999 0, 679390.6122000003 5138389.478499999 0, 679398.1502999999 5138396.977700001 0, 679402.8843999999 5138401.2918 0, 679407.5560999997 5138406.600099999 0, 679440.1636588343 5138440.820370035 0), (679324.4272999996 5138075.6339 0, 679318.5991000002 5138062.056600001 0), (679334.0220999997 5138065.6281 0, 679346.1037999997 5138079.890799999 0, 679349.1191999996 5138083.184900001 0, 679352.5884999996 5138086.7447999995 0, 679355.6360999998 5138089.4439 0, 679359.0532999998 5138091.9395 0, 679362.7170000002 5138094.3160999995 0, 679366.1924 5138096.0934999995 0, 679369.8044999996 5138097.400599999 0, 679374.0330999997 5138098.3802000005 0, 679377.9482000005 5138098.7546 0, 679382.0050999997 5138098.774900001 0, 679386.4534 5138098.2268 0, 679390.6986999996 5138097.1886 0, 679394.8459000001 5138095.780200001 0, 679399.4215000002 5138093.214 0, 679403.1898999996 5138090.2302 0, 679407.3437999999 5138086.9187 0, 679412.9078000002 5138082.0233 0, 679421.2426000005 5138074.920499999 0, 679544.3835000005 5137968.648499999 0, 679584.3640000001 5137933.1457 0, 679598.438137888 5137920.40063285 0), (679294.6259000003 5138313.3025 0, 679291.5877999999 5138321.5744 0, 679265.6289999997 5138346.762399999 0, 679245.8932999996 5138366.1284 0, 679229.7106999997 5138382.1602 0, 679216.3271000003 5138395.4947 0, 679204.0698999995 5138407.958799999 0, 679189.9178999998 5138422.2052 0, 679169.9987000003 5138442.5144 0, 679163.8328 5138449.285700001 0, 679157.4379000003 5138456.0317 0, 679151.3761999998 5138463.1588 0, 679144.6573000001 5138471.0768 0, 679138.8192999996 5138478.4595 0, 679133.7227999996 5138485.405300001 0, 679129.0954 5138492.3871 0, 679124.5664999997 5138499.734300001 0, 679120.4028000003 5138506.982999999 0, 679116.5724 5138514.6127 0, 679113.3897000002 5138521.4454 0, 679110.3823999995 5138529.252800001 0, 679108.2017000001 5138535.3147 0, 679106.6518999999 5138540.829299999 0, 679105.1797000002 5138547.059 0, 679104.5689000003 5138552.862 0, 679104.2428341339 5138557.9206153015 0), (678986.1446000002 5138382.565199999 0, 678986.6577000003 5138389.5822 0, 678985.4398999996 5138393.548800001 0, 678982.1248000003 5138398.3455 0, 678977.8156000003 5138403.08 0, 678969.3175999997 5138410.5502 0, 678958.6283 5138420.8917 0, 678931.9468 5138446.242000001 0), (679009.0180000002 5137601.306700001 0, 678993.1519626762 5137575.111986681 0))",13474.339903857
16,"MULTILINESTRING Z ((674937.9644999998 5130138.072000001 0, 674941.9548000004 5130138.3277 0, 674947.8173000002 5130140.706700001 0, 674950.7554194761 5130142.421836878 0), (674937.9644999998 5130138.072000001 0, 674948.3290999997 5130132.7212000005 0, 674949.5413245847 5130132.146558322 0), (674937.9644999998 5130138.072000001 0, 674928.8498999998 5130139.489800001 0, 674922.7989999996 5130140.1075 0, 674916.6808000002 5130141.718699999 0, 674905.6412000004 5130142.013 0, 674893.4725000001 5130144.2369 0, 674880.3677000003 5130145.399 0, 674867.1996999998 5130147.565099999 0, 674856.0926999999 5130148.8529 0, 674844.9852999998 5130150.1456 0, 674828.8887 5130151.119899999 0, 674811.6630999995 5130154.023800001 0, 674796.4353999998 5130157.053200001 0, 674782.2061000001 5130160.1504 0, 674764.0492000002 5130161.993100001 0, 674744.8311999999 5130164.766799999 0, 674731.6637000004 5130166.9279 0, 674725.6754999999 5130166.546700001 0, 674718.5584000004 5130168.095000001 0, 674709.3859999999 5130170.5122 0, 674699.2775999997 5130171.867699999 0, 674685.1109999996 5130173.966 0, 674669.9460000005 5130175.9964000005 0, 674656.9085999997 5130176.165100001 0, 674643.8037 5130177.327199999 0, 674636.8170999996 5130176.8782 0, 674629.8305000002 5130176.429199999 0, 674615.7318000002 5130177.528899999 0, 674600.6290999996 5130178.5655000005 0, 674589.5894999998 5130178.8597 0, 674575.5486000003 5130178.960100001 0, 674565.5702 5130178.323100001 0, 674552.5281999996 5130178.486300001 0, 674539.5535000004 5130177.6559999995 0, 674525.5802999996 5130176.7579 0, 674509.6092999997 5130175.734300001 0, 674492.5820000004 5130175.642200001 0, 674477.6098999996 5130174.681399999 0, 674462.5750000002 5130174.7194 0, 674454.5894999998 5130174.2075 0, 674450.5943 5130173.951400001 0, 674437.6195999999 5130173.121099999 0, 674429.6344999997 5130172.6043 0, 674420.5245000003 5130174.0274 0, 674407.5503000002 5130173.1921 0, 674394.5756000001 5130172.3618 0, 674385.5911999997 5130171.7872 0, 674371.5552000003 5130171.8879 0, 674357.4515000004 5130172.987199999 0, 674346.4747000001 5130172.282400001 0, 674335.3672000002 5130173.575099999 0, 674329.3167000003 5130174.1877 0, 674322.2624000004 5130174.7371 0, 674308.1009 5130176.8357 0, 674282.9526000004 5130178.228800001 0, 674259.8065 5130179.752599999 0, 674227.4209000003 5130184.6872000005 0, 674196.1593000004 5130187.6917 0, 674175.0061999997 5130189.3407000005 0, 674152.8542 5130190.926999999 0, 674143.8119000001 5130191.351600001 0, 674135.6963999998 5130192.8322 0, 674118.6008000001 5130193.7435 0, 674111.5515000001 5130194.293299999 0, 674106.5628000004 5130193.969900001 0, 674094.5820000004 5130193.2018 0, 674081.5444999998 5130193.3703000005 0, 674066.5724999998 5130192.4092999995 0, 674052.7298999997 5130189.513699999 0, 674044.8071999997 5130188.002900001 0, 674034.0861 5130183.3078000005 0, 674023.3600000003 5130178.612299999 0, 674013.7633999996 5130171.9822 0, 674002.2995999996 5130163.2291 0, 673980.3030000003 5130146.7841 0, 673959.4356000004 5130128.409600001 0, 673957.3656812618 5130126.160109167 0), (674951.6162347064 5130159.944133428 0, 674912.1761999996 5130227.6193 0, 674841.4797999999 5130345.352600001 0, 674788.9993000003 5130429.1765 0, 674771.1118999999 5130458.092599999 0, 674728.4456000002 5130529.521500001 0, 674701.4815999996 5130574.8905 0, 674663.4079917626 5130641.231282664 0), (674663.4079917626 5130641.231282664 0, 674663.4079917624 5130641.231282664 0))",4476.3654228605
18A,"MULTILINESTRING Z ((675921.3551000003 5129422.819 0, 676040.5478999997 5129468.4188 0), (676040.5478999997 5129468.4188 0, 676158.4928000001 5129513.4769 0), (676158.4928000001 5129513.4769 0, 676249.2545999996 5129548.123199999 0), (675781.0956887405 5129363.356356404 0, 675790.7439000001 5129367.0942 0, 675814.5225999998 5129376.3576 0, 675848.0440999996 5129389.5616 0, 675875.1709000003 5129400.214400001 0, 675895.5131000001 5129408.522600001 0, 675921.3551000003 5129422.819 0), (675781.3043 5129409.715600001 0, 676021.2426000005 5129501.1326 0), (676021.2426000005 5129501.1326 0, 676150.2324999999 5129550.6877999995 0), (675778.8194063089 5129368.169151241 0, 675851.5695000002 5129395.8432 0, 675921.3551000003 5129422.819 0), (676019.1683999998 5129206.023700001 0, 675989.5367999999 5129217.68 0, 675956.8514999999 5129230.710100001 0, 675940.3982999995 5129237.1676 0, 675925.6688999999 5129243.0988 0), (675836.7405198371 5129280.454077948 0, 675838.0144999996 5129283.148800001 0), (676019.1683999998 5129206.023700001 0, 676015.5350000001 5129196.116800001 0, 676014.9795000004 5129179.936899999 0, 676017.1098999996 5129161.7129999995 0, 676023.0692674429 5129140.582096996 0), (676285.0476040319 5129103.331325226 0, 676251.3772 5129116.449200001 0), (676251.3772 5129116.449200001 0, 676229.6244000001 5129124.8061 0, 676192.8003000002 5129139.099300001 0, 676163.7083 5129150.3311 0, 676133.3721000003 5129162.1768 0), (675925.6688999999 5129243.0988 0, 675919.8649000004 5129235.9439 0, 675915.3874000004 5129227.6402 0, 675905.9789000005 5129218.013800001 0, 675903.9675125408 5129213.248572445 0), (675925.6688999999 5129243.0988 0, 675907.1487999996 5129250.9012 0, 675890.0839999998 5129258.3747000005 0), (675762.538142464 5129402.592991398 0, 675781.3043 5129409.715600001 0), (675781.3043 5129409.715600001 0, 675761.5107195063 5129404.765294728 0), (675853.5426318714 5129261.915804085 0, 675860.6430000002 5129263.0118 0, 675870.6889000004 5129263.393200001 0, 675890.0839999998 5129258.3747000005 0), (676133.3721000003 5129162.1768 0, 676040.0011 5129198.0781 0, 676019.1683999998 5129206.023700001 0), (675890.0839999998 5129258.3747000005 0, 675862.6005999995 5129271.2445 0, 675838.0144999996 5129283.148800001 0), (675838.0144999996 5129283.148800001 0, 675832.5423595026 5129285.845433672 0), (676681.1085538372 5129796.501617284 0, 676675.7703 5129794.551999999 0), (676675.7703 5129794.551999999 0, 676657.1261999998 5129788.346899999 0), (676657.1261999998 5129788.346899999 0, 676642.4776999997 5129782.392899999 0), (676642.4776999997 5129782.392899999 0, 676627.7610999998 5129777.442399999 0), (676627.7610999998 5129777.442399999 0, 676618.8394999998 5129775.869200001 0), (676618.8394999998 5129775.869200001 0, 676610.9844000004 5129773.360200001 0), (676610.9844000004 5129773.360200001 0, 676593.1464 5129770.2092 0), (676593.1464 5129770.2092 0, 676571.3805999998 5129765.808800001 0), (676571.3805999998 5129765.808800001 0, 676547.6172000002 5129761.277899999 0), (676547.6172000002 5129761.277899999 0, 676529.8470000001 5129757.1284 0), (676529.8470000001 5129757.1284 0, 676512.1341000004 5129751.9846 0), (676512.1341000004 5129751.9846 0, 676496.4239999996 5129746.966700001 0), (676496.4239999996 5129746.966700001 0, 676480.7085999995 5129741.953299999 0), (676480.7085999995 5129741.953299999 0, 676463.0634000003 5129735.811000001 0), (676463.0634000003 5129735.811000001 0, 676444.4825999998 5129728.602 0), (676444.4825999998 5129728.602 0, 676308.4989999998 5129676.7849 0), (676308.4989999998 5129676.7849 0, 676189.2925000004 5129629.0496 0), (676189.2925000004 5129629.0496 0, 676125.4433000004 5129608.9191 0), (676125.4433000004 5129608.9191 0, 676120.5169000002 5129607.6018 0), (676120.5169000002 5129607.6018 0, 676103.6775000002 5129604.5185 0), (676103.6775000002 5129604.5185 0, 676085.7768999999 5129602.3663 0), (676085.7768999999 5129602.3663 0, 676067.7456999999 5129602.2116 0), (676067.7456999999 5129602.2116 0, 675958.1840000004 5129607.2085 0, 675831.4641000004 5129614.116 0, 675723.0764325989 5129617.782035178 0), (676249.2545999996 5129548.123199999 0, 676381.6130999997 5129598.953600001 0), (676381.6130999997 5129598.953600001 0, 676427.7906999998 5129616.4999 0), (676427.7906999998 5129616.4999 0, 676668.3646999998 5129708.3071 0), (676668.3646999998 5129708.3071 0, 676705.9669460725 5129722.647826833 0), (676150.2324999999 5129550.6877999995 0, 676187.8941000002 5129565.129799999 0), (676187.8941000002 5129565.129799999 0, 676229.8318999996 5129581.2586 0), (676229.8318999996 5129581.2586 0, 676281.0482000001 5129600.900599999 0), (676281.0482000001 5129600.900599999 0, 676496.5357999997 5129683.3452 0), (676496.5357999997 5129683.3452 0, 676583.4460000005 5129716.6229 0), (676583.4460000005 5129716.6229 0, 676695.222434254 5129759.0826090295 0), (675997.9157338719 5129452.108936912 0, 676040.5478999997 5129468.4188 0), (675991.8887352827 5129489.948715431 0, 676021.2426000005 5129501.1326 0), (676251.3772 5129116.449200001 0, 676234.7765006403 5129122.826787459 0), (676067.7456999999 5129602.2116 0, 675990.1510473373 5129605.750543991 0))",12488.57091994945
18B,"MULTILINESTRING Z ((675997.9157338719 5129452.108936912 0, 676040.5478999997 5129468.4188 0), (676040.5478999997 5129468.4188 0, 676158.4928000001 5129513.4769 0), (676158.4928000001 5129513.4769 0, 676249.2545999996 5129548.123199999 0), (675991.8887352827 5129489.948715431 0, 676021.2426000005 5129501.1326 0), (676021.2426000005 5129501.1326 0, 676150.2324999999 5129550.6877999995 0), (676285.0476040319 5129103.331325226 0, 676251.3772 5129116.449200001 0), (676251.3772 5129116.449200001 0, 676234.7765006403 5129122.826787459 0), (676681.1085538372 5129796.501617284 0, 676675.7703 5129794.551999999 0), (676675.7703 5129794.551999999 0, 676657.1261999998 5129788.346899999 0), (676657.1261999998 5129788.346899999 0, 676642.4776999997 5129782.392899999 0), (676642.4776999997 5129782.392899999 0, 676627.7610999998 5129777.442399999 0), (676627.7610999998 5129777.442399999 0, 676618.8394999998 5129775.869200001 0), (676618.8394999998 5129775.869200001 0, 676610.9844000004 5129773.360200001 0), (676610.9844000004 5129773.360200001 0, 676593.1464 5129770.2092 0), (676593.1464 5129770.2092 0, 676571.3805999998 5129765.808800001 0), (676571.3805999998 5129765.808800001 0, 676547.6172000002 5129761.277899999 0), (676547.6172000002 5129761.277899999 0, 676529.8470000001 5129757.1284 0), (676529.8470000001 5129757.1284 0, 676512.1341000004 5129751.9846 0), (676512.1341000004 5129751.9846 0, 676496.4239999996 5129746.966700001 0), (676496.4239999996 5129746.966700001 0, 676480.7085999995 5129741.953299999 0), (676480.7085999995 5129741.953299999 0, 676463.0634000003 5129735.811000001 0), (676463.0634000003 5129735.811000001 0, 676444.4825999998 5129728.602 0), (676444.4825999998 5129728.602 0, 676308.4989999998 5129676.7849 0), (676308.4989999998 5129676.7849 0, 676189.2925000004 5129629.0496 0), (676189.2925000004 5129629.0496 0, 676125.4433000004 5129608.9191 0), (676125.4433000004 5129608.9191 0, 676120.5169000002 5129607.6018 0), (676120.5169000002 5129607.6018 0, 676103.6775000002 5129604.5185 0), (676103.6775000002 5129604.5185 0, 676085.7768999999 5129602.3663 0), (676085.7768999999 5129602.3663 0, 676067.7456999999 5129602.2116 0), (676067.7456999999 5129602.2116 0, 675990.1510473373 5129605.750543991 0), (676249.2545999996 5129548.123199999 0, 676381.6130999997 5129598.953600001 0), (676381.6130999997 5129598.953600001 0, 676427.7906999998 5129616.4999 0), (676427.7906999998 5129616.4999 0, 676668.3646999998 5129708.3071 0), (676668.3646999998 5129708.3071 0, 676705.9669460725 5129722.647826833 0), (676150.2324999999 5129550.6877999995 0, 676187.8941000002 5129565.129799999 0), (676187.8941000002 5129565.129799999 0, 676229.8318999996 5129581.2586 0), (676229.8318999996 5129581.2586 0, 676281.0482000001 5129600.900599999 0), (676281.0482000001 5129600.900599999 0, 676496.5357999997 5129683.3452 0), (676496.5357999997 5129683.3452 0, 676583.4460000005 5129716.6229 0), (676583.4460000005 5129716.6229 0, 676695.222434254 5129759.0826090295 0), (675997.915733872 5129452.108936912 0, 676040.5478999997 5129468.4188 0), (676384.5276034622 5129064.621910826 0, 676348.2461999999 5129078.7458999995 0, 676292.9905000003 5129100.2368 0, 676251.3772 5129116.449200001 0), (676251.3772 5129116.449200001 0, 676234.7765006415 5129122.826787459 0), (676874.7361878635 5129869.639117501 0, 676818.6783999996 5129847.816199999 0, 676753.1495000003 5129822.5666000005 0, 676742.3603999997 5129818.8705 0, 676716.9228999997 5129809.2204 0, 676692.4166000001 5129800.6315 0, 676675.7703 5129794.551999999 0), (676668.3646999998 5129708.3071 0, 676744.9749999996 5129737.524700001 0, 676836.4371999996 5129772.6689 0, 676919.2520087276 5129804.423903501 0), (676583.4460000005 5129716.6229 0, 676808.8794999998 5129802.2567 0, 676849.9715 5129818.0145 0, 676896.8935000002 5129836.0077 0, 676899.0618628657 5129836.83974167 0))",11275.407360394
19,"MULTILINESTRING Z ((673111.5444 5132299.8869 0, 673103.1092999997 5132306.361500001 0, 673089.3663999997 5132317.506999999 0, 673084.0582999997 5132322.1775 0, 673080.8684 5132324.980599999 0, 673018.9474999998 5132384.142999999 0, 672963.4407281308 5132435.610086003 0), (673523.9398594932 5131928.944904583 0, 673511.6153999995 5131937.711100001 0, 673492.6902999999 5131951.529200001 0, 673404.3657999998 5132016.016799999 0, 673400.1146999998 5132019.7509 0, 673393.7454000004 5132025.3528 0, 673369.9937000005 5132051.8947 0, 673361.4285000004 5132060.3619 0, 673356.0577999996 5132066.0316 0, 673349.4901 5132074.6293 0, 673343.9264000002 5132083.2903 0, 673341.6097999997 5132088.153999999 0, 673336.9767000005 5132097.8813000005 0, 673322.9478000002 5132129.050899999 0, 673320.6312999995 5132133.9146 0, 673318.3779999996 5132137.7743999995 0, 673315.1303000003 5132141.5767 0, 673309.6239999998 5132149.2434 0, 673304.1858000001 5132155.9065000005 0, 673288.0345000001 5132174.7853 0, 673274.3402000004 5132186.8039 0, 673261.3130999999 5132198.9463 0, 673250.5568000004 5132209.4256 0, 673239.3183000004 5132219.334799999 0, 673228.3124000002 5132226.6028 0, 673216.0455 5132236.1554000005 0, 673187.6069999998 5132254.660800001 0, 673181.3629000001 5132258.2697 0, 673151.1995000001 5132275.3727 0, 673111.5444 5132299.8869 0), (673025.3147360313 5131439.842642015 0, 673024.6780000003 5131451.4628 0, 673021.2823000001 5131504.360300001 0, 673020.0647 5131523.3279 0, 673017.4287 5131579.4614 0, 673001.7401 5131735.550799999 0, 672979.4265999999 5131875.498199999 0, 672978.852 5131884.4778 0, 672979.2761000004 5131893.5252 0, 672979.7578999996 5131901.5732 0, 672982.0488 5131912.7488 0, 672982.5983999996 5131919.7983 0, 672985.8208999997 5131932.030200001 0, 672989.3041000003 5131940.2721 0, 672990.7220999999 5131949.381899999 0, 672991.4018999999 5131954.438999999 0, 672993.1385000004 5131958.559599999 0, 672993.8187999995 5131963.6116 0, 672995.4298 5131969.7301 0, 672996.2981000002 5131971.7904 0, 672997.0411999999 5131975.8434999995 0, 673007.2878999999 5132003.559900001 0, 673032.6821999997 5132076.3496 0, 673036.8408000004 5132089.643200001 0, 673052.9249 5132135.7732 0, 673111.5444 5132299.8869 0))",5619.893528134
