,CL_PENT,Site,geometry,area
0,A,5,"MULTIPOLYGON Z (((665052.2402962829 5141929.65233277 0, 665097.3425378387 5141924.506145431 0, 665111.5864349774 5141911.772350785 0, 665124.9089203862 5141895.021715194 0, 665157.296956592 5141874.630606796 0, 665152.6819799193 5141854.54600913 0, 665117.896066084 5141842.8817249965 0, 665096.2962197531 5141821.468406432 0, 665077.8305689453 5141793.112905754 0, 665060.1756229503 5141770.011854413 0, 665043.9853579182 5141782.019373318 0, 665007.6286094068 5141814.971209406 0, 664974.6767733187 5141851.327957917 0, 664945.4471938488 5141890.73948349 0, 664920.2213678259 5141932.826231586 0, 664900.4852207697 5141974.554808559 0, 664907.4077639477 5141971.909853296 0, 664967.5147794853 5141967.047621231 0, 665052.2402962829 5141929.65233277 0)), ((665499.2753984698 5141932.136776361 0, 665477.2214891334 5141881.699269346 0, 665483.3202847405 5141823.811224152 0, 665496.7026498199 5141804.060748267 0, 665491.0037003632 5141787.949287589 0, 665509.1366196783 5141781.29336358 0, 665531.1109261019 5141782.703578842 0, 665567.1813523134 5141779.394111519 0, 665590.3895482447 5141768.829251592 0, 665610.9362992177 5141740.211944825 0, 665612.0892889509 5141736.679843982 0, 665596.880368413 5141727.563967825 0, 665552.5237161826 5141706.584833744 0, 665531.7066458791 5141699.136366888 0, 665534.6266949313 5141702.762251726 0, 665514.365756659 5141716.376464818 0, 665512.2184519022 5141724.335033964 0, 665502.911553033 5141740.160148203 0, 665460.7545583232 5141748.363589754 0, 665433.1663264642 5141778.846755983 0, 665434.9384505632 5141790.881648867 0, 665429.2420826373 5141827.787351546 0, 665432.496203351 5141919.866272263 0, 665443.6403532636 5141965.080704355 0, 665447.1062211465 5141993.151344579 0, 665451.7665633102 5142011.247097823 0, 665439.930256673 5142055.024175463 0, 665441.8701219925 5142058.068094686 0, 665464.5845694911 5142073.497535887 0, 665496.4684504693 5142080.103399318 0, 665518.7660936028 5142064.5209363755 0, 665530.2589612978 5142038.736866198 0, 665524.521260234 5142024.625779828 0, 665526.7858315957 5142010.665957312 0, 665533.0163034203 5141998.782293097 0, 665525.5458145766 5141970.635857962 0, 665499.2753984698 5141932.136776361 0)), ((665695.2684609663 5142197.8933997825 0, 665670.7450826995 5142225.434576377 0, 665677.3249420119 5142247.563626135 0, 665689.9198911978 5142268.811484943 0, 665749.907687686 5142322.953289227 0, 665765.0532331433 5142315.249311035 0, 665777.4680481764 5142293.471558139 0, 665780.2858307535 5142250.516415559 0, 665767.9302172479 5142216.276326487 0, 665755.3351055372 5142195.039414773 0, 665741.6743688369 5142176.775700656 0, 665705.6254131347 5142179.094980479 0, 665699.4220211916 5142189.978474426 0, 665695.2684609663 5142197.8933997825 0)), ((665656.2396005936 5142357.192860993 0, 665625.9673541469 5142318.606212868 0, 665614.4223877735 5142294.384879413 0, 665599.3732912124 5142244.093228723 0, 665575.5315002773 5142235.637709691 0, 665541.6305217048 5142229.988291819 0, 665532.8051568448 5142220.819014493 0, 665518.729308752 5142224.549735184 0, 665524.2907933381 5142247.662711973 0, 665564.8048819447 5142326.446383061 0, 665620.6198917957 5142389.513237917 0, 665672.2284730789 5142410.501438703 0, 665717.5946347726 5142444.362870071 0, 665764.7005082323 5142462.781487454 0, 665776.9168061513 5142446.309716509 0, 665797.198226403 5142412.472211073 0, 665783.2156651573 5142412.605817889 0, 665751.4044821337 5142401.997346781 0, 665656.2396005936 5142357.192860993 0)), ((664959.7994288002 5142267.960067404 0, 664906.7174030603 5142271.95654347 0, 664875.5214757142 5142284.9614267135 0, 664882.7118321339 5142313.666938626 0, 664899.2422337444 5142359.866316182 0, 664920.2213678259 5142404.222968413 0, 664930.2396245229 5142420.937419927 0, 664915.6707545518 5142380.14575253 0, 664921.371116849 5142343.250947662 0, 664965.3824206326 5142290.072273881 0, 664959.7994288002 5142267.960067404 0)), ((665160.6230337063 5142542.825675005 0, 665162.7101393363 5142485.8513578605 0, 665118.117510986 5142410.984911786 0, 665086.9111077306 5142316.378815298 0, 665066.3318044685 5142293.9813734265 0, 665057.1941844585 5142300.816151116 0, 665041.5780258295 5142333.5275250375 0, 665015.9151987006 5142368.045383195 0, 665007.4422512403 5142392.889330426 0, 664999.9788508045 5142469.765739132 0, 664990.4758032649 5142496.583206291 0, 664984.4167744055 5142496.467677244 0, 665007.6286094068 5142522.077990592 0, 665043.9853579182 5142555.02982668 0, 665083.3968834903 5142584.25940615 0, 665125.483631587 5142609.485232173 0, 665169.8402838175 5142630.464366254 0, 665216.0396613728 5142646.994767865 0, 665226.1714129072 5142649.532639508 0, 665226.6233737484 5142649.097490796 0, 665221.0807709496 5142624.984581567 0, 665166.3024758048 5142559.937049431 0, 665160.6230337063 5142542.825675005 0)))",121479.44784667746
1,B,5,"MULTIPOLYGON Z (((665567.1813523134 5141779.394111519 0, 665531.1109261019 5141782.703578842 0, 665509.1366196783 5141781.29336358 0, 665491.0037003632 5141787.949287589 0, 665496.7026498199 5141804.060748267 0, 665522.810874305 5141798.5560872685 0, 665534.8814300981 5141794.781824614 0, 665644.9942855476 5141789.86520215 0, 665680.8835616307 5141784.28970006 0, 665678.3786420819 5141782.019373318 0, 665638.9671165098 5141752.789793848 0, 665612.0892889509 5141736.679843982 0, 665610.9362992177 5141740.211944825 0, 665590.3895482447 5141768.829251592 0, 665567.1813523134 5141779.394111519 0)), ((665201.9409527322 5141788.468456307 0, 665230.4269732042 5141816.007105353 0, 665233.4890657847 5141918.087934477 0, 665195.3012208396 5141980.374255809 0, 665183.2312693241 5141984.149179493 0, 665159.1153325142 5141989.68715069 0, 665114.6503412895 5142013.853086666 0, 665114.3270587674 5142030.84573879 0, 665125.21027461 5142037.056943211 0, 665183.8292117078 5142005.158715797 0, 665198.5418947359 5142020.447445833 0, 665198.2573774712 5142035.439681033 0, 665157.1039916957 5142095.666337935 0, 665132.7697024328 5142113.218441678 0, 665073.2893436889 5142138.08852889 0, 665048.1434818156 5142145.611521413 0, 665035.9181574156 5142157.3884015195 0, 665040.6305848912 5142172.471869432 0, 665110.5804325324 5142175.806568306 0, 665126.7835835092 5142165.105309456 0, 665148.6274429525 5142173.526960494 0, 665163.8194855052 5142163.810174605 0, 665184.039171637 5142152.19525879 0, 665205.3363262048 5142136.595622738 0, 665220.1854516917 5142144.871840328 0, 665237.9540338146 5142157.219325212 0, 665279.0457938956 5142152.999602454 0, 665285.4554317548 5142131.113185433 0, 665264.8448048973 5142110.715702591 0, 665269.9582010845 5142104.81697704 0, 665295.780132627 5142114.303614709 0, 665308.778604636 5142114.557144404 0, 665314.7355676509 5142116.665088032 0, 665318.0262287753 5142101.7212677235 0, 665315.7269546392 5142064.675797295 0, 665322.7457834919 5142010.7934129145 0, 665345.3162231405 5141981.218501022 0, 665342.8998710263 5141950.174278811 0, 665351.1133522149 5141886.317020247 0, 665343.364689547 5141873.163280184 0, 665337.4778909382 5141867.054269533 0, 665326.6844673775 5141855.841434555 0, 665315.1450015157 5141831.620945643 0, 665279.64446881 5141804.947433562 0, 665261.1795867888 5141776.5913570225 0, 665270.3690348624 5141766.756030705 0, 665312.9664672851 5141735.557376387 0, 665347.2646661154 5141720.211748906 0, 665360.5805182025 5141703.461399172 0, 665368.8098318232 5141691.609723116 0, 665389.3472381199 5141669.908269421 0, 665361.182 5141668.524599999 0, 665312.1734298352 5141670.932236663 0, 665263.636838992 5141678.131959798 0, 665216.0396613728 5141690.054432133 0, 665169.8402838175 5141706.584833744 0, 665138.4053621625 5141721.452444419 0, 665147.0334763651 5141730.412132783 0, 665172.6699591817 5141749.900495941 0, 665179.0962947747 5141780.030604575 0, 665201.9409527322 5141788.468456307 0)), ((664955.3494292396 5142133.851621349 0, 665013.508400601 5142072.940197715 0, 665023.3236103372 5142030.119419973 0, 665056.0413961338 5141992.735350304 0, 665078.9260347821 5141946.166620371 0, 665102.1326740894 5141935.599930445 0, 665138.4085341599 5141921.285437699 0, 665169.1875319016 5141880.858134335 0, 665169.5617386805 5141860.864649292 0, 665165.7320935166 5141851.787272366 0, 665081.45569376 5141760.175911063 0, 665079.9235902594 5141755.36576367 0, 665060.1756229503 5141770.011854413 0, 665077.8305689453 5141793.112905754 0, 665096.2962197531 5141821.468406432 0, 665117.896066084 5141842.8817249965 0, 665152.6819799193 5141854.54600913 0, 665157.296956592 5141874.630606796 0, 665124.9089203862 5141895.021715194 0, 665111.5864349774 5141911.772350785 0, 665097.3425378387 5141924.506145431 0, 665052.2402962829 5141929.65233277 0, 664967.5147794853 5141967.047621231 0, 664907.4077639477 5141971.909853296 0, 664900.4852207697 5141974.554808559 0, 664899.2422337444 5141977.182883817 0, 664882.7118321339 5142023.382261372 0, 664870.7893597984 5142070.979438991 0, 664863.5896366639 5142119.516029835 0, 664861.182 5142168.524599999 0, 664861.67035487 5142178.465291745 0, 664931.6069714234 5142172.4138028 0, 664951.697906403 5142167.7886875495 0, 664961.7373469118 5142165.981919015 0, 664955.3494292396 5142133.851621349 0)), ((665796.7028926807 5142017.790863772 0, 665818.7936386848 5142013.2119947085 0, 665840.6535160106 5142027.37986725 0, 665839.6521678661 5142023.382261372 0, 665823.1217662557 5141977.182883817 0, 665802.1426321742 5141932.826231586 0, 665795.6271074484 5141921.95573531 0, 665772.7117177852 5141964.319286202 0, 665762.1461032009 5141994.131225361 0, 665786.8196675702 5142011.59458808 0, 665796.7028926807 5142017.790863772 0)), ((665717.9178459985 5142058.306845619 0, 665699.0210672937 5142052.943487163 0, 665682.2325448972 5142041.62209127 0, 665662.3286029528 5142036.242510008 0, 665638.6933605226 5142016.795361483 0, 665630.7693474798 5142012.643118438 0, 665626.1418784773 5142045.563746256 0, 665639.6274173309 5142072.81795658 0, 665658.8694255799 5142113.19432066 0, 665676.183338441 5142149.526336353 0, 665687.6304745986 5142178.748830095 0, 665675.1769312989 5142202.516069141 0, 665654.819342187 5142221.1308396105 0, 665645.6690220668 5142228.96517012 0, 665614.824564534 5142220.374199247 0, 665556.0116646879 5142210.254059306 0, 665520.5263233639 5142182.578627049 0, 665505.5292334552 5142182.292438261 0, 665496.9444320912 5142213.137218747 0, 665470.7011555546 5142225.6434174925 0, 665466.4694330844 5142237.570441406 0, 665490.2411312773 5142250.015466174 0, 665506.0104630942 5142262.320448779 0, 665518.2305187223 5142303.561442448 0, 665536.7902455337 5142326.917340715 0, 665554.3309167117 5142351.257399946 0, 665607.3357998811 5142404.273497196 0, 665658.9326997574 5142426.250896089 0, 665686.4925592856 5142449.774863178 0, 665724.06416453 5142472.493458372 0, 665738.7746391846 5142487.772456062 0, 665740.7716171998 5142493.351441323 0, 665747.6872266814 5142485.721242081 0, 665764.7005082323 5142462.781487454 0, 665717.5946347726 5142444.362870071 0, 665672.2284730789 5142410.501438703 0, 665620.6198917957 5142389.513237917 0, 665564.8048819447 5142326.446383061 0, 665524.2907933381 5142247.662711973 0, 665518.729308752 5142224.549735184 0, 665532.8051568448 5142220.819014493 0, 665541.6305217048 5142229.988291819 0, 665575.5315002773 5142235.637709691 0, 665599.3732912124 5142244.093228723 0, 665614.4223877735 5142294.384879413 0, 665625.9673541469 5142318.606212868 0, 665656.2396005936 5142357.192860993 0, 665751.4044821337 5142401.997346781 0, 665783.2156651573 5142412.605817889 0, 665797.198226403 5142412.472211073 0, 665802.1426321742 5142404.222968413 0, 665823.1217662557 5142359.866316182 0, 665839.6521678661 5142313.666938626 0, 665851.5746402016 5142266.069761007 0, 665858.7743633362 5142217.533170164 0, 665861.182 5142168.524599999 0, 665858.7743633362 5142119.516029835 0, 665851.5746402016 5142070.979438991 0, 665850.3068606489 5142065.918179308 0, 665832.9010926881 5142060.487418467 0, 665799.75157827 5142067.85566952 0, 665738.7818907225 5142065.70317024 0, 665717.9178459985 5142058.306845619 0), (665765.0532331433 5142315.249311035 0, 665749.907687686 5142322.953289227 0, 665689.9198911978 5142268.811484943 0, 665677.3249420119 5142247.563626135 0, 665670.7450826995 5142225.434576377 0, 665695.2684609663 5142197.8933997825 0, 665699.4220211916 5142189.978474426 0, 665705.6254131347 5142179.094980479 0, 665741.6743688369 5142176.775700656 0, 665755.3351055372 5142195.039414773 0, 665767.9302172479 5142216.276326487 0, 665780.2858307535 5142250.516415559 0, 665777.4680481764 5142293.471558139 0, 665765.0532331433 5142315.249311035 0)), ((665602.0472644676 5142472.179909995 0, 665600.1660342889 5142466.146413464 0, 665593.1832270841 5142465.010951034 0, 665588.2379093373 5142461.918419002 0, 665586.2004176786 5142463.8754966855 0, 665566.3565124955 5142455.495564585 0, 665516.7268132254 5142435.551789594 0, 665405.7969069902 5142325.429306233 0, 665400.7856448493 5142273.332167591 0, 665403.2422511657 5142196.364190069 0, 665403.7152701492 5142171.35853315 0, 665387.6288073634 5142176.057808342 0, 665374.6301590019 5142175.815217838 0, 665367.0615840493 5142152.670030044 0, 665354.1217708791 5142149.415745291 0, 665352.0839596018 5142151.384012399 0, 665347.9189999223 5142160.299582771 0, 665347.477883003 5142183.293498796 0, 665335.8570434432 5142216.079570058 0, 665354.4174320141 5142239.445995946 0, 665366.0144342193 5142260.665967702 0, 665373.3875294718 5142293.813257647 0, 665372.895375249 5142319.808016679 0, 665384.5898094433 5142336.02698281 0, 665384.0975964284 5142362.021743628 0, 665407.3177001115 5142403.472959722 0, 665406.688602564 5142436.469192706 0, 665418.460561423 5142448.698505739 0, 665442.4580375687 5142449.151746908 0, 665467.2789065508 5142458.623068437 0, 665490.0699300197 5142470.051811775 0, 665509.835654262 5142482.432333744 0, 665538.5121672652 5142499.981577165 0, 665553.2230123649 5142515.260116613 0, 665552.9176807986 5142531.263688095 0, 665564.255125846 5142566.476328504 0, 665543.7816478431 5142591.092703378 0, 665534.4636307422 5142607.929289497 0, 665502.9913239623 5142632.335079607 0, 665488.1277858851 5142651.552767048 0, 665506.3243386273 5142646.994767865 0, 665552.5237161826 5142630.464366254 0, 665596.880368413 5142609.485232173 0, 665638.9671165098 5142584.25940615 0, 665652.3976004111 5142574.298680428 0, 665653.408926415 5142559.177007249 0, 665647.3035137902 5142512.042292961 0, 665627.7573803024 5142487.6694845585 0, 665602.0472644676 5142472.179909995 0)), ((664921.371116849 5142343.250947662 0, 664915.6707545518 5142380.14575253 0, 664930.2396245229 5142420.937419927 0, 664945.4471938488 5142446.309716509 0, 664974.6767733187 5142485.721242081 0, 664984.4167744055 5142496.467677244 0, 664990.4758032649 5142496.583206291 0, 664999.9788508045 5142469.765739132 0, 665007.4422512403 5142392.889330426 0, 665015.9151987006 5142368.045383195 0, 665041.5780258295 5142333.5275250375 0, 665057.1941844585 5142300.816151116 0, 665066.3318044685 5142293.9813734265 0, 665086.9111077306 5142316.378815298 0, 665118.117510986 5142410.984911786 0, 665162.7101393363 5142485.8513578605 0, 665160.6230337063 5142542.825675005 0, 665166.3024758048 5142559.937049431 0, 665221.0807709496 5142624.984581567 0, 665226.6233737484 5142649.097490796 0, 665226.1714129072 5142649.532639508 0, 665263.636838992 5142658.917240201 0, 665312.1734298352 5142666.116963335 0, 665361.182 5142668.524599999 0, 665410.1905701648 5142666.116963335 0, 665418.6764566116 5142664.858200989 0, 665417.6480348648 5142649.714352199 0, 665425.8173972756 5142640.87450738 0, 665434.8886595813 5142637.040704123 0, 665436.9260464296 5142635.083577834 0, 665437.0042284473 5142631.082737085 0, 665441.0011265771 5142631.1582161095 0, 665448.9887168811 5142579.292643596 0, 665432.5374151514 5142549.978816503 0, 665401.9285381357 5142529.397481369 0, 665397.1004133609 5142520.303845727 0, 665392.5381052124 5142497.207065575 0, 665374.9892911069 5142472.878375553 0, 665367.901796132 5142424.727712521 0, 665359.0764883298 5142415.558684314 0, 665349.2518169271 5142406.3735933015 0, 665335.6294869098 5142386.110384885 0, 665327.5614020105 5142336.954612827 0, 665320.8322142177 5142322.816742882 0, 665314.0950056447 5142308.689783475 0, 665280.9004026604 5142266.05586866 0, 665283.261947124 5142247.09491873 0, 665235.3242700163 5142243.178088489 0, 665216.2521825425 5142246.81811028 0, 665214.0273843237 5142258.777614661 0, 665213.32136126 5142295.774673522 0, 665220.3130675287 5142348.915050585 0, 665213.9741745058 5142366.800484347 0, 665220.5944897868 5142386.928587878 0, 665218.8580186907 5142425.899115774 0, 665193.6542935683 5142436.433224875 0, 665162.9586937901 5142419.842648527 0, 665139.5887777791 5142386.394289809 0, 665115.8272502805 5142320.933980073 0, 665100.4390933411 5142288.636737482 0, 665054.8040913113 5142268.760950142 0, 665032.9406945236 5142261.35095035 0, 665001.7414375748 5142271.756388626 0, 664970.2394877749 5142245.159823414 0, 664934.1139319076 5142251.4733868195 0, 664898.0391359831 5142254.786326902 0, 664870.8377803834 5142266.263066818 0, 664875.5214757142 5142284.9614267135 0, 664906.7174030603 5142271.95654347 0, 664959.7994288002 5142267.960067404 0, 664965.3824206326 5142290.072273881 0, 664921.371116849 5142343.250947662 0)))",314218.24823488947
2,C,5,"MULTIPOLYGON Z (((665347.2646661154 5141720.211748906 0, 665312.9664672851 5141735.557376387 0, 665270.3690348624 5141766.756030705 0, 665261.1795867888 5141776.5913570225 0, 665279.64446881 5141804.947433562 0, 665315.1450015157 5141831.620945643 0, 665326.6844673775 5141855.841434555 0, 665337.4778909382 5141867.054269533 0, 665343.364689547 5141873.163280184 0, 665348.439601954 5141869.253922978 0, 665341.7018703159 5141855.126953039 0, 665330.123421038 5141832.906852209 0, 665336.7091786438 5141802.018605785 0, 665361.8568443285 5141794.496767158 0, 665390.592326158 5141756.038597922 0, 665402.3118011834 5141718.2515799925 0, 665415.5769020915 5141704.502182906 0, 665436.7394133894 5141695.904777481 0, 665436.9347754102 5141685.902688593 0, 665431.0674051385 5141678.793382273 0, 665425.1404000506 5141673.149834443 0, 665410.1905701648 5141670.932236663 0, 665389.3472381199 5141669.908269421 0, 665368.8098318232 5141691.609723116 0, 665360.5805182025 5141703.461399172 0, 665347.2646661154 5141720.211748906 0)), ((665199.3569753659 5142188.493755452 0, 665237.3844606207 5142187.214913765 0, 665244.5355353318 5142179.347863874 0, 665255.6448021665 5142173.556590513 0, 665300.7141515091 5142170.4125783425 0, 665308.1699580861 5142146.542040813 0, 665316.4373749214 5142132.700995663 0, 665318.5843186046 5142124.742362453 0, 665314.5870901367 5142124.66697217 0, 665314.7355676509 5142116.665088032 0, 665308.778604636 5142114.557144404 0, 665295.780132627 5142114.303614709 0, 665269.9582010845 5142104.81697704 0, 665264.8448048973 5142110.715702591 0, 665285.4554317548 5142131.113185433 0, 665279.0457938956 5142152.999602454 0, 665237.9540338146 5142157.219325212 0, 665220.1854516917 5142144.871840328 0, 665205.3363262048 5142136.595622738 0, 665184.039171637 5142152.19525879 0, 665163.8194855052 5142163.810174605 0, 665148.6274429525 5142173.526960494 0, 665126.7835835092 5142165.105309456 0, 665110.5804325324 5142175.806568306 0, 665040.6305848912 5142172.471869432 0, 665035.9181574156 5142157.3884015195 0, 665048.1434818156 5142145.611521413 0, 665073.2893436889 5142138.08852889 0, 665132.7697024328 5142113.218441678 0, 665157.1039916957 5142095.666337935 0, 665198.2573774712 5142035.439681033 0, 665198.5418947359 5142020.447445833 0, 665183.8292117078 5142005.158715797 0, 665125.21027461 5142037.056943211 0, 665114.3270587674 5142030.84573879 0, 665114.6503412895 5142013.853086666 0, 665159.1153325142 5141989.68715069 0, 665183.2312693241 5141984.149179493 0, 665195.3012208396 5141980.374255809 0, 665233.4890657847 5141918.087934477 0, 665230.4269732042 5141816.007105353 0, 665201.9409527322 5141788.468456307 0, 665179.0962947747 5141780.030604575 0, 665172.6699591817 5141749.900495941 0, 665147.0334763651 5141730.412132783 0, 665138.4053621625 5141721.452444419 0, 665125.483631587 5141727.563967825 0, 665083.3968834903 5141752.789793848 0, 665079.9235902594 5141755.36576367 0, 665081.45569376 5141760.175911063 0, 665165.7320935166 5141851.787272366 0, 665169.5617386805 5141860.864649292 0, 665169.1875319016 5141880.858134335 0, 665138.4085341599 5141921.285437699 0, 665102.1326740894 5141935.599930445 0, 665078.9260347821 5141946.166620371 0, 665056.0413961338 5141992.735350304 0, 665023.3236103372 5142030.119419973 0, 665013.508400601 5142072.940197715 0, 664955.3494292396 5142133.851621349 0, 664961.7373469118 5142165.981919015 0, 664963.6971683766 5142168.01436086 0, 664977.3017732414 5142189.276896259 0, 665034.0583873435 5142202.359988634 0, 665052.6397125545 5142224.714142749 0, 665045.2632064112 5142244.573021039 0, 664969.3492302969 5142239.14234592 0, 664934.2619189988 5142243.471504248 0, 664885.1962985873 5142246.543105929 0, 664868.689091583 5142251.910902794 0, 664870.7893597984 5142266.069761007 0, 664870.8377803834 5142266.263066818 0, 664898.0391359831 5142254.786326902 0, 664934.1139319076 5142251.4733868195 0, 664970.2394877749 5142245.159823414 0, 665001.7414375748 5142271.756388626 0, 665032.9406945236 5142261.35095035 0, 665054.8040913113 5142268.760950142 0, 665100.4390933411 5142288.636737482 0, 665115.8272502805 5142320.933980073 0, 665139.5887777791 5142386.394289809 0, 665162.9586937901 5142419.842648527 0, 665193.6542935683 5142436.433224875 0, 665218.8580186907 5142425.899115774 0, 665220.5944897868 5142386.928587878 0, 665213.9741745058 5142366.800484347 0, 665220.3130675287 5142348.915050585 0, 665213.32136126 5142295.774673522 0, 665214.0273843237 5142258.777614661 0, 665216.2521825425 5142246.81811028 0, 665181.8429901816 5142215.159902817 0, 665183.1658621837 5142198.183293414 0, 665199.3569753659 5142188.493755452 0)), ((665686.4925592856 5142449.774863178 0, 665658.9326997574 5142426.250896089 0, 665607.3357998811 5142404.273497196 0, 665554.3309167117 5142351.257399946 0, 665536.7902455337 5142326.917340715 0, 665518.2305187223 5142303.561442448 0, 665506.0104630942 5142262.320448779 0, 665490.2411312773 5142250.015466174 0, 665466.4694330844 5142237.570441406 0, 665470.7011555546 5142225.6434174925 0, 665496.9444320912 5142213.137218747 0, 665505.5292334552 5142182.292438261 0, 665520.5263233639 5142182.578627049 0, 665556.0116646879 5142210.254059306 0, 665614.824564534 5142220.374199247 0, 665645.6690220668 5142228.96517012 0, 665654.819342187 5142221.1308396105 0, 665675.1769312989 5142202.516069141 0, 665687.6304745986 5142178.748830095 0, 665676.183338441 5142149.526336353 0, 665658.8694255799 5142113.19432066 0, 665639.6274173309 5142072.81795658 0, 665626.1418784773 5142045.563746256 0, 665630.7693474798 5142012.643118438 0, 665638.6933605226 5142016.795361483 0, 665662.3286029528 5142036.242510008 0, 665682.2325448972 5142041.62209127 0, 665699.0210672937 5142052.943487163 0, 665717.9178459985 5142058.306845619 0, 665738.7818907225 5142065.70317024 0, 665799.75157827 5142067.85566952 0, 665832.9010926881 5142060.487418467 0, 665850.3068606489 5142065.918179308 0, 665847.8524033349 5142056.119436443 0, 665818.2096301042 5142044.196901259 0, 665799.402886334 5142033.843083185 0, 665796.7028926807 5142017.790863772 0, 665786.8196675702 5142011.59458808 0, 665762.1461032009 5141994.131225361 0, 665772.7117177852 5141964.319286202 0, 665795.6271074484 5141921.95573531 0, 665776.9168061513 5141890.73948349 0, 665763.7383320591 5141872.970368158 0, 665758.3643839579 5141877.029988951 0, 665730.2573749309 5141882.501361989 0, 665689.5860946714 5141864.724381489 0, 665642.554434416 5141865.832906086 0, 665565.8515766532 5141849.376466697 0, 665547.7264689687 5141856.032428127 0, 665548.5515465119 5141918.06755119 0, 665573.9592472923 5141949.549274056 0, 665605.8360137236 5141956.155487461 0, 665615.5905122522 5141969.342025938 0, 665595.2519579384 5141986.956794871 0, 665590.0925322609 5142047.8726176275 0, 665581.546288514 5142076.716868733 0, 665575.9784116112 5142106.620788166 0, 665555.4839254819 5142132.23735578 0, 665556.2055773623 5142147.245916707 0, 665578.2173793837 5142146.667027373 0, 665593.1048496969 5142152.9548607245 0, 665612.7152066757 5142173.326258312 0, 665611.4379569422 5142188.3025931055 0, 665617.3553118816 5142192.422368435 0, 665629.7380353631 5142172.656064637 0, 665604.42209213 5142136.161699721 0, 665600.7614053889 5142118.09304022 0, 665621.8720963898 5142112.48603028 0, 665646.7018238356 5142121.958262426 0, 665667.2797255864 5142144.357701445 0, 665675.8584642449 5142166.519000146 0, 665658.0832458119 5142207.198293422 0, 665627.940268694 5142214.627158427 0, 665573.1363878071 5142203.582032411 0, 665514.7377862635 5142171.468382312 0, 665439.8810090754 5142163.047318567 0, 665419.0951489074 5142151.651181415 0, 665384.0651778737 5142152.988246112 0, 665372.3901843568 5142135.757973411 0, 665357.4631133822 5142131.482217333 0, 665354.1217708791 5142149.415745291 0, 665367.0615840493 5142152.670030044 0, 665374.6301590019 5142175.815217838 0, 665387.6288073634 5142176.057808342 0, 665403.7152701492 5142171.35853315 0, 665403.2422511657 5142196.364190069 0, 665400.7856448493 5142273.332167591 0, 665405.7969069902 5142325.429306233 0, 665516.7268132254 5142435.551789594 0, 665566.3565124955 5142455.495564585 0, 665586.2004176786 5142463.8754966855 0, 665588.2379093373 5142461.918419002 0, 665579.4325423132 5142451.748850876 0, 665538.894045985 5142426.971102798 0, 665450.4823651611 5142342.2797260685 0, 665431.2667778786 5142300.915134913 0, 665421.6492606112 5142280.7274147365 0, 665413.9522445799 5142264.572722973 0, 665410.8810867344 5142215.508381506 0, 665420.3748100101 5142189.680834211 0, 665436.4689525731 5142184.981855078 0, 665454.2879522855 5142194.32914841 0, 665458.8192445459 5142219.415482324 0, 665457.3196956527 5142245.393937938 0, 665458.7163257389 5142277.422351991 0, 665505.6291255964 5142335.330898285 0, 665546.0513236586 5142366.098551228 0, 665587.3431634845 5142403.884279098 0, 665654.6496565146 5142441.178637884 0, 665697.0103031001 5142474.980220009 0, 665702.3122567359 5142512.085641781 0, 665701.1428439296 5142534.397556781 0, 665714.7353905933 5142522.077990592 0, 665740.7716171998 5142493.351441323 0, 665738.7746391846 5142487.772456062 0, 665724.06416453 5142472.493458372 0, 665686.4925592856 5142449.774863178 0)), ((665651.6253587024 5142495.125236885 0, 665618.0429743209 5142472.482475349 0, 665600.1660342889 5142466.146413464 0, 665602.0472644676 5142472.179909995 0, 665627.7573803024 5142487.6694845585 0, 665647.3035137902 5142512.042292961 0, 665653.408926415 5142559.177007249 0, 665652.3976004111 5142574.298680428 0, 665675.5358548682 5142557.13818137 0, 665667.5354820695 5142552.434662108 0, 665657.2762342757 5142513.237102262 0, 665651.6253587024 5142495.125236885 0)))",169367.81545370133
